GNMUID	Genome ID	Completeness	Contamination	Genome size (bp)	estimated size
GNM001681235	Epibacterium mobile F2158	99.69	1.07	4791163	4755025 
GNM008692285	Salipiger aestuarii 328	99.39	0.31	4741669	4755937 
GNM001681385	Epibacterium mobile F3184	99.69	0.92	4785220	4756207 
GNM013031125	HKCCD9198	99.31	0	4723441	4756259 
GNM001681515	Epibacterium mobile F3801	99.69	0.92	4785693	4756677 
GNM013112245	HKCCD4315	99.57	0.05	4738611	4756686 
GNM001681955	Epibacterium mobile S3584	99.69	0.92	4786010	4756992 
GNM001681485	Epibacterium mobile F3697	99.69	0.92	4786262	4757243 
GNM001681355	Epibacterium mobile F2630	99.69	0.92	4786375	4757355 
GNM001681845	Epibacterium mobile S1923	99.69	0.92	4786595	4757574 
GNM000967745	Epibacterium mobile S1942	99.69	0.94	4787662	4757689 
GNM001681415	Epibacterium mobile F3480	99.69	0.92	4786999	4757975 
GNM014872875	Rhodobacteraceae bacterium MAG3	99.49	0.59	4761801	4757995 
GNM001681975	Epibacterium mobile S3585	99.69	0.92	4787027	4758003 
GNM015644665	Roseobacter sp. MH60115	99.57	0.49	4760986	4758131 
GNM001681995	Epibacterium mobile S3899	99.69	0.92	4787356	4758330 
GNM001682035	Epibacterium mobile S3940	99.69	0.92	4787416	4758390 
GNM001681525	Epibacterium mobile F3871	99.69	0.92	4787477	4758450 
GNM001681405	Epibacterium mobile F3329	99.69	0.92	4787549	4758522 
GNM001681285	Epibacterium mobile F2488	99.69	0.92	4788117	4759087 
GNM001681445	Epibacterium mobile F3269	99.69	0.92	4788142	4759111 
GNM001681905	Epibacterium mobile S2608	99.69	0.92	4788382	4759350 
GNM000154785	Roseobacter litoralis Och 149	99.39	0.31	4745450	4759729 
GNM001681535	Epibacterium mobile F4122	99.69	0.92	4789929	4760888 
GNM022348185	Epibacterium sp. Ofav1-8  strain=Ofav1-8	99.82	0.18	4761141	4761141 
GNM013034335	HKCCA4742	99.47	0	4736191	4761427 
GNM014653505	Pseudodonghicola xiamenensis CGMCC 1.7081	99.89	0.72	4791472	4762421 
GNM013033925	HKCCA5917	99.47	0	4737926	4763171 
GNM001682005	Epibacterium mobile S3903	99.69	1.22	4807758	4764402 
GNM001681335	Epibacterium mobile F2596	99.69	0.92	4794126	4765059 
GNM001681475	Epibacterium mobile F3688	99.69	1.22	4808714	4765349 
GNM001681925	Epibacterium mobile S2684	99.69	1.22	4808993	4765626 
GNM022348205	Epibacterium sp. MM17-32  strain=MM17-32	100	0.51	4797051	4772710 
GNM013034545	HKCCA5763	99.41	0	4744779	4772939 
GNM013030985	HKCCD9208	99.79	0	4764479	4774505 
GNM003333265	Candidatus Halocyntiibacter alkanivorans Bin25-node5	99.08	0.92	4775714	4775714 
GNM014637725	Marivita lacus	98.95	0.9	4770106	4777272 
GNM013033955	HKCCA5916	99.31	0	4744511	4777476 
GNM000152845	Roseovarius sp. 217	99.69	0.15	4770736	4778381 
GNM013032695	HKCCD6964	99.57	0.05	4760332	4778490 
GNM2926584956		97.94	0.66	4714805	4781749 
GNM018224955	Aestuariicoccus sp. KMU-90	99.1	2.18	4844583	4783356 
GNM013033215	HKCCA0065	99.15	0.64	4775208	4785257 
GNM900184825	Tropicibacter phthalicicus CECT 8649	99.69	0.84	4814893	4789509 
GNM020906095	Pseudosulfitobacter pseudonitzschiae  strain=SC1-29	99.36	0.02	4762339	4792050 
GNM013377785	Rhodobacteraceae bacterium B1Z28	99.25	1.12	4811426	4793689 
GNM900106965	Celeribacter indicus DSM 27257	99.69	0.76	4816144	4794568 
GNM900172285	Roseovarius aestuarii CECT 7745	100	0.31	4810238	4795372 
GNM013035425	HKCCC1153	99.57	0.32	4791652	4796929 
GNM018424695	Vannielia litorea EBW16	98.06	0.82	4743308	4797035 
GNM007923445	Puniceibacterium confluentis JSSK-17	100	1.68	4880907	4800263 
GNM000376545	Epibacterium mobile F1926	99.69	0.92	4830028	4800743 
GNM013033145	HKCCA0310	98.99	0	4754674	4803186 
GNM013035545	HKCCA5913	99.25	0.43	4790641	4806020 
GNM002892065	Phaeobacter inhibens P66	99.39	0	4777546	4806868 
GNM016819735	Marivita cryptomonadis MP20-5	98.72	1.53	4819028	4807010 
GNM016819635	Marivita cryptomonadis CC28-69	98.72	1.53	4819402	4807384 
GNM016819555	Marivita cryptomonadis MC36-71	98.72	1.53	4819705	4807686 
GNM016817315	Marivita cryptomonadis MC36-106	98.72	1.53	4819875	4807855 
GNM016819915	Marivita cryptomonadis MP20-14	98.72	1.53	4819983	4807963 
GNM016819755	Marivita cryptomonadis MP20-53	98.72	1.53	4820155	4808135 
GNM016819955	Marivita cryptomonadis MP20-15	98.72	1.53	4820405	4808384 
GNM016819515	Marivita cryptomonadis MC36-85	98.72	1.53	4820451	4808430 
GNM016819835	Marivita cryptomonadis MP20-36	98.72	1.53	4820461	4808440 
GNM016819975	Marivita cryptomonadis MP20-118	98.72	1.53	4820479	4808458 
GNM016819535	Marivita cryptomonadis MC36-72	98.72	1.53	4820671	4808649 
GNM016819875	Marivita cryptomonadis MP20-44	98.72	1.53	4820694	4808672 
GNM016819695	Marivita cryptomonadis CC28-61	98.72	1.53	4820922	4808900 
GNM016819935	Marivita cryptomonadis MP20-119	98.72	1.53	4820993	4808971 
GNM016819885	Marivita cryptomonadis MP20-17	98.72	1.53	4821065	4809042 
GNM016819585	Marivita cryptomonadis MC36-125	98.72	1.53	4821101	4809078 
GNM016819575	Marivita cryptomonadis MC36-70	98.72	1.53	4821175	4809152 
GNM016819615	Marivita cryptomonadis MC36-107	98.72	1.53	4821208	4809185 
GNM016819715	Marivita cryptomonadis MP20-56	98.72	1.53	4821367	4809344 
GNM016819765	Marivita cryptomonadis MP20-50	98.72	1.53	4821486	4809462 
GNM016819795	Marivita cryptomonadis MP20-4	98.72	1.53	4821535	4809511 
GNM000521865	Roseivivax isoporae LMG 25204	99.69	2.14	4898228	4810201 
GNM016819485	Marivita cryptomonadis MC36-87	98.72	1.53	4822413	4810387 
GNM016817295	Marivita cryptomonadis MC36-105	98.72	1.53	4822426	4810400 
GNM016819655	Marivita cryptomonadis CC28-63	98.72	1.53	4823161	4811133 
GNM016819995	Marivita cryptomonadis MP20-11	98.72	1.53	4823277	4811249 
GNM016819665	Marivita cryptomonadis CC28-62	98.72	1.53	4823376	4811348 
GNM016817335	Marivita cryptomonadis MC36-104	98.72	1.53	4823822	4811793 
GNM014201905	Amaricoccus macauensis DSM 101730	99.9	0.4	4829273	4814829 
GNM003344785	Thalassococcus profundi WRAS1	99.39	0	4785947	4815320 
GNM022867865	Phaeobacter sp. J2-8  strain=J2-8	98.39	1.26	4798532	4815386 
GNM016819855	Marivita cryptomonadis MP20-37	98.72	1.53	4827495	4815456 
GNM008416095	Puniceibacterium sp. HSS470	93.37	1.04	4546855	4816074 
GNM013034065	HKCCA5689	99.31	0	4782955	4816187 
GNM013034055	HKCCA5681	99.31	0	4784152	4817392 
GNM016819815	Marivita cryptomonadis MP20-48	98.72	1.53	4829468	4817424 
GNM020171315	Pseudooceanicola nanhaiensis  strain=DP2Y115-3	99.1	0.88	4817738	4818702 
GNM019801145	Leisingera aquaemixtae  strain=DP2N28-1	100	1.16	4877391	4821462 
GNM013030965	HKCCD4449	99.25	0.43	4807086	4822518 
GNM001650875	Sulfitobacter sp. EhC04	99.69	0.92	4852394	4822974 
GNM019801965	Salipiger bermudensis  strain=DP6N14-6	99.62	0.59	4834008	4823878 
GNM900143635	Rhodobacteraceae bacterium Alg231-04	99.69	0	4809428	4824384 
GNM020906355	Pseudosulfitobacter pseudonitzschiae  strain=MC52-68	99.36	0.02	4796000	4825921 
GNM020906115	Pseudosulfitobacter pseudonitzschiae  strain=SC1-28	99.36	0.02	4796539	4826463 
GNM020905755	Pseudosulfitobacter pseudonitzschiae  strain=TT37-47	99.36	0.02	4797625	4827556 
GNM020905935	Pseudosulfitobacter pseudonitzschiae  strain=SC1-97	99.36	0.02	4798051	4827985 
GNM003149265	Jannaschia seohaensis DSM 25227	99.39	0.92	4842958	4827991 
GNM002892085	Phaeobacter inhibens P88	99.39	0.92	4844543	4829571 
GNM013035945	HKCCA4734	99.25	0.43	4814697	4830153 
GNM001458195	Ruegeria atlantica CECT 4292	99.69	0	4816147	4831123 
GNM020906315	Pseudosulfitobacter pseudonitzschiae  strain=MC52-71	99.36	0.02	4801863	4831820 
GNM020906435	Pseudosulfitobacter pseudonitzschiae  strain=MC36-24	99.36	0.02	4802111	4832070 
GNM005871125	Marivita sp. LZ-15-2	98.72	1.23	4829700	4832116 
GNM020906295	Pseudosulfitobacter pseudonitzschiae  strain=SC1-105	99.36	0.02	4802428	4832389 
GNM020906215	Pseudosulfitobacter pseudonitzschiae  strain=SC1-111	99.36	0.02	4802448	4832409 
GNM022820365	Silicimonas sp. p16x43bins.5	94.51	2.99	4713777	4834643 
GNM001681685	Epibacterium mobile M43-2.3	99.69	0.31	4834904	4834904 
GNM013033665	HKCCA6158	98.83	0	4779738	4836323 
GNM001681675	Epibacterium mobile M41-2.2	99.69	0.31	4837342	4837342 
GNM001683035	Epibacterium mobile F3629	99.69	1.07	4875504	4838730 
GNM001681765	Epibacterium mobile S1424	99.69	0.61	4855000	4840479 
GNM001681255	Epibacterium mobile F2368	99.69	0.61	4855104	4840582 
GNM001681895	Epibacterium mobile S2405	99.69	0.61	4855198	4840676 
GNM001681645	Epibacterium mobile G946	99.69	0.61	4855426	4840903 
GNM001683015	Epibacterium mobile G1302	99.69	0.61	4855892	4841368 
GNM001681605	Epibacterium mobile G759	99.69	0.61	4855986	4841462 
GNM001682055	Epibacterium mobile S4732	99.69	0.61	4856008	4841484 
GNM009753675	Rhodobacteraceae bacterium CY05	100	0.31	4856535	4841526 
GNM013032565	HKCCD5876	99.57	0.32	4836313	4841639 
GNM021401395		99.68	0.63	4858725	4843710 
GNM001681735	Epibacterium mobile NBRC 102038	99.69	0.31	4843795	4843795 
GNM001681875	Epibacterium mobile S2144	99.69	0.61	4859094	4844560 
GNM003054175	Roseivivax pacificus DSM 29329	99.39	0.61	4845108	4845108 
GNM006152145	Rubellimicrobium roseum YIM 48858	99.51	0.61	4851245	4845430 
GNM001682075	Epibacterium mobile S1425	99.69	0.92	4875005	4845448 
GNM001458095	Ruegeria atlantica CECT 4293	99.39	0.1	4825935	4850673 
GNM005771405	Pelagicola sp. DSW4-44	99.68	0.31	4852500	4852985 
GNM003318155	Phaeobacter gallaeciensis C3M10	99.31	0.31	4835694	4854140 
GNM001681595	Epibacterium mobile G1303	99.39	0.61	4855139	4855139 
GNM020667845	Cognatishimia sp. F0-27  strain=F0-27	99.25	1.55	4894342	4855498 
GNM018678055	Ruegeria litorea 5C01	99.17	1.22	4879109	4860154 
GNM004364805	Tropicibacter phthalicicus DSM 26923	99.69	0.84	4886351	4860590 
GNM2778260955	Leisingera sp. McT4-56	99.82	1.16	4908447	4860811 
GNM020514995	Leisingera sp. McT4-56  strain=McT4-56	99.82	1.16	4908447	4860811 
GNM2838011328	Roseobacter sp. N2S	100	0.61	4890886	4861232 
GNM019801365	Antarctobacter heliothermus  strain=DP1N28-3	99.6	0.8	4884098	4864639 
GNM003241785	Rhodovulum sulfidophilum S2_005_002_R2_34	99.39	1.92	4932422	4868643 
GNM900313015	Rhodobacteraceae bacterium EL53	99.39	0.31	4857958	4872576 
GNM000155675	Octadecabacter antarcticus 307	99.39	0.66	4875481	4873044 
GNM010667575	Sulfitobacter sp. JBTF-M27	99.68	0	4858241	4873837 
GNM006385685	Amaricoccus sp. HB172011	99.9	0	4869094	4873968 
GNM014637495	Roseivivax pacificus CGMCC 1.12410	98.19	1.38	4853181	4874140 
GNM2734482174	Tropicibacter phthalicicus DSM 26923	99.3	0.92	4886351	4875625 
GNM013030165	HKCCD9151	99.79	0	4867643	4877887 
GNM2687453711	Phaeobacter sp. O365	99.12	0.47	4862077	4882094 
GNM000768315	Pseudooceanicola atlanticus 22II-S11g	100	1.11	4938305	4884092 
GNM001518015	Tritonibacter horizontis O3.65	99.54	0	4862077	4884546 
GNM003347575	Epibacterium mobile 45A6	98.93	0.31	4854243	4891418 
GNM900537095	Rhodobacteraceae bacterium Alg241-R94	99.25	0.43	4877203	4892860 
GNM900107585	Rubrimonas cliftonensis DSM 15345	98.47	0.92	4864068	4893921 
GNM900185055	Pelagimonas varians CECT 8663	99.69	0.31	4897107	4897107 
GNM001681205	Epibacterium mobile 270-3	99.69	0.31	4897299	4897299 
GNM019801465	Leisingera daeponensis  strain=DP1N14-2	99.82	0	4890691	4899510 
GNM019375555	Roseobacter sp. YSTF-M11  strain=YSTF-M11	99.57	0.06	4882487	4900619 
GNM013031685	HKCCD6457	99.25	0.43	4887530	4903220 
GNM900116455	Sedimentitalea nanhaiensis CGMCC 1.10959	99.69	0	4890154	4905361 
GNM020905955	Pseudosulfitobacter pseudonitzschiae  strain=SC1-89	99.36	0.02	4875418	4905834 
GNM019801605	Maritimibacter alkaliphilus  strain=SY-2-18	99.1	1	4911259	4906353 
GNM020905835	Pseudosulfitobacter pseudonitzschiae  strain=TC12-33	99.36	0.02	4876932	4907358 
GNM013347125	Sulfitobacter pseudonitzschiae H46	99.36	1.12	4933696	4910127 
GNM013033675	HKCCA0466	99.57	0.32	4905739	4911141 
GNM020906135	Pseudosulfitobacter pseudonitzschiae  strain=SC1-27	99.36	0.02	4882017	4912474 
GNM016816675	Sulfitobacter pseudonitzschiae TC12-54	99.36	0.34	4897798	4912536 
GNM021404545	Aestuariivita sp. FE80	97.66	0.38	4819802	4916159 
GNM004804335	Primorskyibacter sp. XY-301	99.4	1.88	4979779	4916843 
GNM016816725	Sulfitobacter pseudonitzschiae TC12-33	99.36	0.02	4888433	4918930 
GNM013031355	HKCCD9148	99.79	0	4912483	4922821 
GNM016816775	Sulfitobacter pseudonitzschiae TC12-13	99.36	0.02	4893324	4923852 
GNM900112335	Tropicimonas isoalkanivorans DSM 19548	100	1.07	4976641	4923955 
GNM003208435	Pelagimonas varians DSM 23678	99.69	0.31	4926685	4926685 
GNM007923355	Phaeobacter marinintestinus UB-M7	99.69	0.61	4943538	4928752 
GNM018619345	Ruegeria litorea 4E07	99.25	0.75	4935043	4935043 
GNM009765655	Rhodobacteraceae bacterium H18S-6	100	2.04	5037133	4936430 
GNM001078595	Candidatus Rhodobacter lobularis IGS	99.69	2.31	5037502	4938727 
GNM013033005	HKCCA0302-2	99.25	0.32	4918595	4939836 
GNM013032225	HKCCD7583	99.47	0	4914080	4940263 
GNM020905775	Pseudosulfitobacter pseudonitzschiae  strain=TC12-54	99.36	0.02	4910639	4941275 
GNM013033025	HKCCA0302	99.25	0.32	4920587	4941837 
GNM000712315	Sulfitobacter pseudonitzschiae H3	100	0	4945295	4945295 
GNM000819565	Celeribacter indicus P73	99.69	0.76	4969388	4947126 
GNM000473225	Sedimentitalea nanhaiensis DSM 24252	99.69	0.31	4948550	4948550 
GNM900129395	Sulfitobacter pseudonitzschiae DSM 26824	100	0	4951641	4951641 
GNM020905875	Pseudosulfitobacter pseudonitzschiae  strain=SC33-87	99.36	0.02	4921549	4952253 
GNM900143525	Ruegeria sp. Alg231-54	99.39	0	4922849	4953063 
GNM020906015	Pseudosulfitobacter pseudonitzschiae  strain=SC1-35	99.36	0.02	4922671	4953382 
GNM2930931642	Marivita sp. SBSPR2	97.34	2.37	4941052	4955423 
GNM020055635	Marivita sp. SBSPR2	97.34	2.37	4941052	4955423 
GNM021654205	Leisingera sp. MMG026  strain=MMG026	99.82	0	4946758	4955678 
GNM004216475	Thalassococcus sp. S3	99.69	1.22	5001896	4956789 
GNM020906455	Pseudosulfitobacter pseudonitzschiae  strain=MC36-22	99.36	0.02	4926824	4957561 
GNM900101475	Ruegeria marina CGMCC 1.9108	99.69	1.07	4995422	4957743 
GNM020905995	Pseudosulfitobacter pseudonitzschiae  strain=SC1-37	99.36	0.02	4934797	4965584 
GNM013035905	HKCCA4698	99.25	0.47	4951770	4965674 
GNM020906255	Pseudosulfitobacter pseudonitzschiae  strain=SC1-109	99.36	0.02	4935337	4966127 
GNM021021395	Salipiger manganoxidans  strain=IOP_16	99.1	1.53	5000413	4969108 
GNM013032305	HKCCD7298	99.25	4.36	5149417	4970000 
GNM013031955	HKCCD4061	99.57	0.93	4995138	4970287 
GNM013031925	HKCCD4060	99.57	0.93	4996184	4971327 
GNM013031945	HKCCD4065	99.57	0.93	4999599	4974725 
GNM016816095	Sulfitobacter pseudonitzschiae MC36-22	99.36	0.02	4945148	4975999 
GNM016815855	Sulfitobacter pseudonitzschiae TT37-46	99.36	0.02	4951357	4982247 
GNM002087335	Pseudophaeobacter leonis 306	96.15	0.61	4821592	4983043 
GNM016815715	Sulfitobacter pseudonitzschiae TT37-67	99.36	0.02	4954872	4985784 
GNM020906155	Pseudosulfitobacter pseudonitzschiae  strain=SC1-26	99.36	0.02	4955617	4986534 
GNM016815835	Sulfitobacter pseudonitzschiae TT37-43	99.36	0.02	4956460	4987382 
GNM009838075	Boseongicola sp. SB0665_bin_10	94.16	1.98	4798335	4990987 
GNM013035755	HKCCA5443	99.25	0.43	4976942	4992919 
GNM016816885	Sulfitobacter pseudonitzschiae SC1-37	99.36	0.02	4964059	4995028 
GNM020906395	Pseudosulfitobacter pseudonitzschiae  strain=MC52-18	99.36	0.02	4968036	4999030 
GNM900172355	Roseisalinus antarcticus CECT 7023	99.69	0.31	5003117	5003117 
GNM020905735	Pseudosulfitobacter pseudonitzschiae  strain=TT37-67	99.36	0.02	4972530	5003552 
GNM016816615	Sulfitobacter pseudonitzschiae SC33-10	99.36	0.34	4991278	5006297 
GNM016815425	Sulfitobacter pseudonitzschiae MC52-18	99.36	0.02	4983777	5014869 
GNM016806125	Rhodobacteraceae bacterium C31	99.25	2.23	5091427	5017173 
GNM013184805	Pseudoruegeria sp. HB172150	99.5	1.26	5055836	5017701 
GNM016815255	Sulfitobacter pseudonitzschiae MC52-78	99.36	0.02	4987990	5019108 
GNM018101175	Leisingera sp. HS039 HS039	100	0.18	5031843	5022802 
GNM003646465	Chachezhania antarctica SM1703	100	0.31	5040141	5024565 
GNM020906235	Pseudosulfitobacter pseudonitzschiae  strain=SC1-110	99.36	0.02	4994806	5025967 
GNM016816515	Sulfitobacter pseudonitzschiae SC33-32	99.36	0.02	4994974	5026136 
GNM016801795	Sulfitobacter pseudonitzschiae MC52-69	99.36	0.02	4995215	5026379 
GNM018860705	Citreicella sp. C3M06	99.25	0.45	5011604	5026684 
GNM016815885	Sulfitobacter pseudonitzschiae TT37-42	99.36	0.02	4996513	5027685 
GNM014196795	Sagittula marina DSM 102235	99.85	0.48	5044567	5027975 
GNM017744045	Tropicibacter sp. R15_0	99.3	0.9	5039176	5029118 
GNM013035785	HKCCA5371	99.25	0.32	5011098	5032739 
GNM003003255	Pseudoruegeria haliotis DSM 29328	99.62	0.61	5044743	5033167 
GNM016811155	Sulfitobacter pseudonitzschiae SC33-90	99.36	0.02	5002742	5033953 
GNM016819415	Sulfitobacter pseudonitzschiae SM26-39	99.68	0.69	5052962	5034335 
GNM016819435	Sulfitobacter pseudonitzschiae SM26-17	99.68	0.69	5052970	5034343 
GNM020905915	Pseudosulfitobacter pseudonitzschiae  strain=SC33-17	99.36	0.02	5003442	5034657 
GNM016815775	Sulfitobacter pseudonitzschiae TT37-48	99.36	0.02	5004800	5036023 
GNM016819475	Sulfitobacter pseudonitzschiae SM26-12	99.68	0.69	5055367	5036731 
GNM021043285	Pseudosulfitobacter pseudonitzschiae  strain=SM26-46	99.68	0.69	5056104	5037465 
GNM016816395	Sulfitobacter pseudonitzschiae SC33-47	99.36	0.02	5006493	5037727 
GNM016817215	Sulfitobacter pseudonitzschiae SM26-9	99.68	0.69	5056946	5038304 
GNM016811135	Sulfitobacter pseudonitzschiae SC33-45	99.36	0.02	5007270	5038509 
GNM016819385	Sulfitobacter pseudonitzschiae SM26-41	99.68	0.69	5057846	5039201 
GNM016819355	Sulfitobacter pseudonitzschiae SM26-45	99.68	0.69	5057973	5039327 
GNM016817235	Sulfitobacter pseudonitzschiae SM26-8	99.68	0.69	5058003	5039357 
GNM016817185	Sulfitobacter pseudonitzschiae SM26-95	99.68	0.69	5058091	5039445 
GNM016816455	Sulfitobacter pseudonitzschiae SC33-35	99.36	0.02	5008272	5039517 
GNM020905895	Pseudosulfitobacter pseudonitzschiae  strain=SC33-25	99.36	0.02	5008289	5039534 
GNM016816295	Sulfitobacter pseudonitzschiae SC33-75	99.36	0.02	5008571	5039818 
GNM016817255	Sulfitobacter pseudonitzschiae SM26-89	99.68	0.69	5058829	5040180 
GNM016819455	Sulfitobacter pseudonitzschiae SM26-101	99.68	0.69	5059022	5040373 
GNM016816635	Sulfitobacter pseudonitzschiae SC33-17	99.36	0.02	5009225	5040476 
GNM016819315	Sulfitobacter pseudonitzschiae SM26-48	99.68	0.69	5059571	5040920 
GNM016816575	Sulfitobacter pseudonitzschiae SC33-30	99.36	0.02	5010172	5041429 
GNM016816475	Sulfitobacter pseudonitzschiae SC33-36	99.36	0.02	5010215	5041472 
GNM016816525	Sulfitobacter pseudonitzschiae SC33-26	99.36	0.02	5010725	5041985 
GNM021043265	Pseudosulfitobacter pseudonitzschiae  strain=SC33-90	99.36	0.02	5010741	5042001 
GNM016817275	Sulfitobacter pseudonitzschiae SM26-85	99.68	0.69	5060739	5042083 
GNM016819375	Sulfitobacter pseudonitzschiae SM26-44	99.68	0.69	5061073	5042416 
GNM016819335	Sulfitobacter pseudonitzschiae SM26-84	99.68	0.69	5061557	5042898 
GNM003667315	Tropicibacter sp. LMIT003	100	0	5042974	5042974 
GNM016815725	Sulfitobacter pseudonitzschiae TT37-65	99.36	0.02	5011939	5043207 
GNM016816375	Sulfitobacter pseudonitzschiae SC33-66	99.36	0.02	5012459	5043730 
GNM016816555	Sulfitobacter pseudonitzschiae SC33-25	99.36	0.02	5012567	5043839 
GNM016815675	Sulfitobacter pseudonitzschiae TT37-69	99.36	0.02	5012720	5043993 
GNM016816355	Sulfitobacter pseudonitzschiae SC33-79	99.36	0.02	5013324	5044601 
GNM016816435	Sulfitobacter pseudonitzschiae SC33-37	99.36	0.02	5013339	5044616 
GNM016816415	Sulfitobacter pseudonitzschiae SC33-38	99.36	0.02	5013569	5044847 
GNM020906375	Pseudosulfitobacter pseudonitzschiae  strain=MC52-67	99.36	0.02	5014705	5045990 
GNM003335545	Sulfitobacter sp. PIC-76	100	0.61	5076794	5046013 
GNM016816315	Sulfitobacter pseudonitzschiae SC33-89	99.36	0.02	5014746	5046031 
GNM016816275	Sulfitobacter pseudonitzschiae MC36-14	99.36	0.02	5014921	5046207 
GNM020164605	Sulfitobacter pseudonitzschiae  strain=SC33-45	99.36	0.02	5015169	5046457 
GNM016815385	Sulfitobacter pseudonitzschiae MC52-67	99.36	0.02	5015211	5046499 
GNM016816495	Sulfitobacter pseudonitzschiae SC33-33	99.36	0.02	5015475	5046765 
GNM016815315	Sulfitobacter pseudonitzschiae MC52-70	99.36	0.02	5015519	5046809 
GNM020906195	Pseudosulfitobacter pseudonitzschiae  strain=SC1-114	99.36	0.02	5016045	5047338 
GNM016815605	Sulfitobacter pseudonitzschiae TT37-71	99.36	0.02	5017463	5048765 
GNM2519103045	Sulfitobacter sp. SA11	94.42	0.16	4776183	5049887 
GNM016815415	Sulfitobacter pseudonitzschiae MC52-51	99.36	0.02	5019877	5051194 
GNM022651825	Pseudosulfitobacter pseudonitzschiae  strain=SC33-35	99.36	0.02	5020339	5051659 
GNM016815595	Sulfitobacter pseudonitzschiae TT37-72	99.36	0.02	5020571	5051893 
GNM016816255	Sulfitobacter pseudonitzschiae MC36-18	99.36	0.02	5020695	5052018 
GNM016816205	Sulfitobacter pseudonitzschiae MC36-13	99.36	0.02	5021098	5052423 
GNM016817095	Sulfitobacter pseudonitzschiae SC1-26	99.36	0.02	5021103	5052428 
GNM004123675	Leisingera sp. NJS204	99.69	0	5036933	5052596 
GNM020906415	Pseudosulfitobacter pseudonitzschiae  strain=MC36-43	99.36	0.02	5021453	5052780 
GNM018222505	Rhodobacteraceae bacterium P03SWT1Cbin.3	96.55	4.34	5098030	5053058 
GNM020906495	Pseudosulfitobacter pseudonitzschiae  strain=MC36-1	99.36	0.02	5021905	5053235 
GNM020905855	Pseudosulfitobacter pseudonitzschiae  strain=TC12-31	99.36	0.02	5021930	5053260 
GNM020905795	Pseudosulfitobacter pseudonitzschiae  strain=TC12-52	99.36	0.02	5022038	5053369 
GNM016815435	Sulfitobacter pseudonitzschiae MC52-24	99.36	0.02	5022097	5053428 
GNM016816035	Sulfitobacter pseudonitzschiae MC36-24	99.36	0.02	5022353	5053686 
GNM020906035	Pseudosulfitobacter pseudonitzschiae  strain=SC1-34	99.36	0.02	5022444	5053777 
GNM016815285	Sulfitobacter pseudonitzschiae MC52-73	99.36	0.02	5022553	5053887 
GNM016815375	Sulfitobacter pseudonitzschiae MC52-66	99.36	0.02	5022608	5053942 
GNM016816795	Sulfitobacter pseudonitzschiae SC1-97	99.36	0.02	5022667	5054002 
GNM016816695	Sulfitobacter pseudonitzschiae TC12-52	99.36	0.02	5022808	5054144 
GNM016815795	Sulfitobacter pseudonitzschiae TT37-47	99.36	0.02	5022940	5054277 
GNM016815635	Sulfitobacter pseudonitzschiae TT37-68	99.36	0.02	5023029	5054366 
GNM013031665	HKCCD7176	99.25	0.43	5038210	5054384 
GNM016815515	Sulfitobacter pseudonitzschiae TT37-76	99.36	0.02	5023135	5054473 
GNM016816195	Sulfitobacter pseudonitzschiae MC36-17	99.36	0.02	5023417	5054756 
GNM016816715	Sulfitobacter pseudonitzschiae TC12-31	99.36	0.02	5023448	5054788 
GNM016816595	Sulfitobacter pseudonitzschiae SC33-22	99.36	0.02	5023501	5054841 
GNM016816215	Sulfitobacter pseudonitzschiae MC36-15	99.36	0.02	5023516	5054856 
GNM016816815	Sulfitobacter pseudonitzschiae SC1-67	99.36	0.02	5023592	5054933 
GNM016816995	Sulfitobacter pseudonitzschiae SC1-28	99.36	0.02	5023634	5054975 
GNM016817015	Sulfitobacter pseudonitzschiae SC1-29	99.36	0.02	5023967	5055310 
GNM016817135	Sulfitobacter pseudonitzschiae SC1-15	99.36	0.02	5024195	5055539 
GNM016815555	Sulfitobacter pseudonitzschiae TT37-75	99.36	0.02	5024212	5055556 
GNM016815875	Sulfitobacter pseudonitzschiae MC36-6	99.36	0.02	5024288	5055633 
GNM016816015	Sulfitobacter pseudonitzschiae MC36-2	99.36	0.02	5024364	5055709 
GNM016815645	Sulfitobacter pseudonitzschiae TT37-70	99.36	0.02	5024590	5055937 
GNM016816645	Sulfitobacter pseudonitzschiae TC12-5	99.36	0.02	5024872	5056221 
GNM016816875	Sulfitobacter pseudonitzschiae SC1-35	99.36	0.02	5024945	5056294 
GNM016815525	Sulfitobacter pseudonitzschiae TT37-74	99.36	0.02	5024987	5056336 
GNM016817065	Sulfitobacter pseudonitzschiae SC1-110	99.36	0.02	5025348	5056700 
GNM016817155	Sulfitobacter pseudonitzschiae SC1-109	99.36	0.02	5025363	5056715 
GNM016815575	Sulfitobacter pseudonitzschiae TT37-73	99.36	0.02	5025397	5056749 
GNM016816145	Sulfitobacter pseudonitzschiae MC36-20	99.36	0.02	5025423	5056775 
GNM016816115	Sulfitobacter pseudonitzschiae MC36-21	99.36	0.02	5025502	5056854 
GNM016816075	Sulfitobacter pseudonitzschiae MC36-23	99.36	0.02	5025917	5057272 
GNM016817055	Sulfitobacter pseudonitzschiae SC1-114	99.36	0.02	5026268	5057625 
GNM016815695	Sulfitobacter pseudonitzschiae TT37-66	99.36	0.02	5026335	5057693 
GNM016816945	Sulfitobacter pseudonitzschiae SC1-32	99.36	0.02	5026706	5058066 
